ID,price
1,861.4
2,2889.37
3,902.61
4,2769.8
5,1107.97
6,11184.84
7,5957.02
8,4404.59
9,2250.052
10,775.01
11,1726.1
12,1487.4
13,4348.65
14,5043.64
15,1105.61
16,2683.6
17,2421.55
18,12342.79
19,4632.57
20,5068.27
21,2062.39
22,1068.47
23,729.75
24,1316.62
25,7005.33
26,3055.63
27,13067.8
28,1456.82
29,2478.05
30,1362.42
31,1313.61
32,823.98
33,7505.89
34,5322.51
35,8164.63
36,2294.6
37,6140.93
38,1220.22
39,450.88
40,1569.6125
41,3272.23
42,9639.92
43,5941.936666666667
44,5658.39
45,807.86
46,818.82
47,1367.87
48,588.86
49,607.78
50,796.81
51,755.38
52,4253.93
53,16430.91
54,788.78
55,10840.5
56,14780.06
57,4258.69
58,1681.48
59,17657.52
60,11656.657142857142
61,694.33
62,4238.65
63,14567.65
64,12734.66
65,1817.8
66,9157.65
67,2789.5
68,1097.24
69,995.31
70,1394.71
71,1301.1
72,750.24
73,6296.56
74,686.9
75,5476.86
76,4673.61
77,1684.12
78,9435.78
79,3095.31
80,1310.55
81,10946.04
82,893.31
83,5547.23
84,4697.55
85,427.42
86,4340.5
87,5343.51
88,5108.91
89,6408.0
90,2057.72
91,15967.35
92,924.02
93,536.68
94,703.06
95,645.47
96,648.87
97,1633.2
98,3335.98
99,2165.3
100,2330.57
101,15650.76
102,1777.87
103,769.2
104,4479.83
105,3230.8
106,6081.56
107,1406.466666666667
108,11432.33
109,832.73
110,789.68
111,3057.34
112,924.82
113,729.31
114,670.04
115,573.54
116,9539.38
117,955.9
118,1008.8
119,1027.33
120,5190.1
121,763.06
122,669.66
123,7958.85
124,2012.47
125,1708.93
126,526.98
127,5173.69
128,4550.55
129,1193.76
130,900.68
131,796.32
132,6282.44
133,844.66
134,5728.98
135,16163.212
136,10120.89
137,564.76
138,1725.8
139,717.26
140,639.4
141,6537.72
142,1391.94
143,6470.66
144,765.41
145,4093.9
146,3409.54
147,5529.23
148,1184.43
149,6748.73
150,1123.04
151,10178.72
152,4377.18
153,870.74
154,842.13
155,898.81
156,7284.14
157,3896.1
158,3635.95
159,1227.05
160,8448.49
161,6570.59
162,536.22
163,561.65
164,14592.99
165,10009.93
166,2121.75
167,700.44
168,1501.05
169,4228.54
170,768.9
171,5874.65
172,4781.0
173,9989.05
174,16192.88
175,12957.19
176,5817.73
177,3952.63
178,801.22
179,2992.4
180,2631.27
181,551.51
182,989.92
183,2053.95
184,2098.72
185,804.31
186,1123.02
187,1838.21
188,2521.78
189,1862.18
190,4954.29
191,4361.7
192,919.33
193,6655.27
194,14916.86
195,3387.36
196,10519.82
197,3544.37
198,4647.27
199,4795.31
200,624.15
201,5412.21
202,543.91
203,6606.52
204,8658.26
205,1194.26
206,5061.42
207,5272.62
208,2846.27
209,5356.27
210,5724.141666666667
211,727.65
212,2547.41
213,2184.3
214,1869.93
215,17043.83
216,1207.71
217,3119.17
218,448.7
219,2668.54
220,1662.45
221,12468.3
222,6817.46
223,543.05
224,1605.56
225,518.57
226,753.95
227,1050.82
228,2837.98
229,4698.58
230,3012.38
231,1631.55
232,672.25
233,528.98
234,2114.73
235,12467.7
236,798.35
237,713.66
238,5095.33
239,612.39
240,5002.31
241,2457.8
242,435.23
243,15270.73
244,6530.79
245,7738.4
246,4214.37
247,772.69
248,1004.7
249,1597.83
250,5027.73
251,7185.4
252,11532.43
253,609.57
254,16507.89
255,633.41
256,17295.95
257,5273.89
258,1686.33
259,912.02
260,6700.81
261,1385.64
262,2271.14
263,960.48
264,8419.55
265,1743.24
266,619.94
267,14185.71
268,1689.86
269,16064.84
270,5055.93
271,7368.61
272,5450.03
273,564.94
274,6007.34
275,905.38
276,3443.88
277,4823.86
278,956.66
279,2018.0
280,822.73
281,452.3
282,13318.94
283,6368.53
284,1447.128
285,4862.39
286,614.16
287,2949.14
288,635.69
289,12726.5
290,2263.14
291,3922.85
292,2817.23
293,2510.74
294,4125.84
295,788.98
296,1300.32
297,7185.27
298,5847.86
299,490.05
300,13514.48
301,5579.52
302,1168.82
303,947.84
304,9115.41
305,918.24
306,1058.18
307,1908.54
308,635.93
309,10498.38
310,399.65
311,12753.32
312,929.31
313,1147.3
314,537.31
315,654.58
316,2314.92
317,930.21
318,6200.54
319,588.88
320,3647.07
321,2963.19
322,869.22
323,5940.51
324,3509.68
325,3294.17
326,595.4
327,624.53
328,9363.84
329,645.44
330,1672.56
331,4275.19
332,5608.33
333,9309.17
334,2640.03
335,3283.08
336,1520.1
337,4049.21
338,1820.39
339,13624.43
340,1701.65
341,6584.19
342,11742.34
343,2448.12
344,10776.06
345,1037.87
346,657.35
347,2335.66
348,3118.33
349,4424.43
350,510.19
351,14688.64
352,716.7
353,3641.51
354,6320.538333333333
355,1843.73
356,2331.48
357,11459.21
358,2317.49
359,1288.89
360,1916.9
361,795.86
362,4564.98
363,2378.25
364,766.05
365,840.995
366,374.48
367,2284.31
368,1335.4
369,1628.01
370,4625.0
371,1643.59
372,2556.28
373,514.215
374,2651.37
375,6548.68
376,3839.42
377,9022.8
378,3497.79
379,1412.17
380,800.42
381,4146.91
382,3575.73
383,7446.55
384,658.97
385,557.65
386,620.28
387,1805.803333333333
388,450.1
389,3209.67
390,773.85
391,901.35
392,5727.86
393,8384.49
394,2505.24
395,1566.75
396,1036.02
397,10054.79
398,944.6
399,1001.08
400,9117.65
401,5582.4
402,747.5
403,2239.1
404,9851.89
405,2230.51
406,5173.71
407,1441.82
408,3982.76
409,2001.2
410,2443.61
411,791.35
412,1201.83
413,4522.99
414,865.61
415,4827.61
416,1123.71
417,4913.26
418,1009.54
419,374.1
420,1142.25
421,496.68
422,526.51
423,15530.82
424,6366.66
425,1848.0
426,1936.6
427,2566.0233333333335
428,1636.96
429,2574.89
430,1247.21
431,1067.71
432,2971.77
433,5468.53
434,3997.72
435,1213.69
436,1148.64
437,5970.95
438,567.0
439,8213.97
440,642.3
441,15608.5
442,6481.44
443,11587.187
444,906.17
445,710.97
446,1597.38
447,3781.16
448,604.34
449,900.43
450,7466.23
451,6906.32
452,2117.66
453,2517.99
454,14589.68
455,9578.87
456,639.77
457,869.99
458,604.35
459,9555.87
460,2775.45
461,950.33
462,15289.04
463,806.04
464,6782.59
465,1140.65
466,15865.0
467,1094.27
468,1070.1
469,1775.87
470,3533.82
471,4334.76
472,16595.21
473,3153.62
474,7628.26
475,917.32
476,763.24
477,9812.68
478,7235.72
479,11729.61
480,653.02
481,910.32
482,3584.81
483,1578.84
484,9588.85
485,3186.19
486,9896.71
487,11365.77
488,1628.05
489,8729.79
490,4986.01
491,634.95
492,1126.85
493,702.64
494,651.54
495,845.57
496,5626.04
497,421.74
498,7047.72
499,10489.02
500,658.49
501,1082.51
502,4221.06
503,2729.72
504,5772.54
505,601.3
506,928.98
507,776.92
508,8616.2
509,868.95
510,5017.25
511,1014.44
512,7231.19
513,16977.96
514,14610.31
515,701.12
516,5681.36
517,6287.5
518,2431.78
519,5978.02
520,15364.02
521,1065.02
522,839.24
523,7672.21
524,758.2
525,1905.43
526,480.63
527,625.37
528,16899.62
529,681.9
530,8590.77
531,4697.84
532,883.87
533,8406.03
534,4070.75
535,3286.5
536,709.02
537,649.74
538,13973.63
539,1165.46
540,561.22
541,2089.31
542,13400.59
543,5689.8
544,1348.7
545,7085.0
546,3528.41
547,5549.79
548,859.0
549,7900.66
550,6872.69
551,2162.93
552,1166.05
553,4431.43
554,3454.22
555,16268.68
556,4347.34
557,15864.88
558,723.4
559,10996.75
560,3987.31
561,2501.93
562,7329.45
563,3737.3233333333337
564,7713.87
565,17060.54
566,1112.31
567,7513.26
568,2120.37
569,616.77
570,1519.3666666666668
571,1062.04
572,16468.53
573,692.7
574,1081.21
575,618.58
576,2963.57
577,2037.1
578,5069.25
579,800.03
580,525.19
581,708.34
582,7454.72
583,5632.7
584,3266.36
585,739.54
586,1004.54
587,4428.08
588,429.14
589,566.43
590,492.75
591,10065.28
592,906.69
593,3645.0233333333335
594,6463.48
595,1062.7
596,2346.27
597,3674.93
598,1046.2
599,7279.29
600,1082.69
601,3348.6
602,487.83
603,15210.4
604,880.31
605,4149.22
606,5926.13
607,832.9
608,2998.06
609,1207.18
610,3246.56
611,5109.72
612,1110.41
613,1759.99
614,1024.7
615,745.55
616,1015.59
617,687.52
618,922.11
619,15308.58
620,4200.07
621,8949.47
622,13646.22
623,4958.02
624,9367.87
625,4283.64
626,1989.31
627,4623.34
628,3465.97
629,903.51
630,1259.34
631,6358.94
632,873.12
633,6760.89
634,13431.26
635,6396.67
636,7756.95
637,15882.1
638,1802.57
639,1680.69
640,5007.22
641,1961.56
642,17381.8
643,8200.84
644,11255.1
645,644.13
646,3709.52
647,3474.66
648,651.88
649,4525.04
650,1193.36
651,2948.63
652,710.6
653,886.35
654,869.6
655,4192.03
656,845.78
657,697.71
658,1010.81
659,7040.44
660,574.76
661,9596.87
662,4450.4
663,700.89
664,4209.15
665,2587.72
666,1065.55
667,480.35
668,1711.52
669,11245.57
670,589.54
671,16304.37
672,6280.29
673,782.07
674,3164.71
675,4808.11
676,2534.69
677,3299.1866666666665
678,3577.45
679,13832.17
680,1565.82
681,2823.03
682,3423.95
683,4657.4
684,10313.33
685,1455.46
686,911.09
687,4632.95
688,6458.32
689,659.36
690,1631.09
691,852.37
692,4601.03
693,10957.194
694,3114.68
695,881.05
696,1713.46
697,6183.37
698,667.29
699,602.29
700,5328.83
701,13462.86
702,1694.77
703,4507.58
704,2737.27
705,1813.33
706,2713.67
707,1746.89
708,3491.07
709,7387.54
710,500.34
711,17551.61
712,1818.14
713,804.62
714,993.98
715,828.85
716,7277.03
717,855.57
718,5786.69
719,892.93
720,8423.33
721,927.67
722,3325.36
